name,prev_position,team,xP,xA,xG,xGI,A,G,GI,bonus,bps,minutes,total_points,prev_price,GW,current_price,current_position,current_team
Mahmoud Dahoud,MID,Brighton,2.1,0.11,0.04,0.15,0,0,0,0,12,73,3,50,1,50.0,MID,Brighton
Ian Maatsen,MID,Chelsea,1.6,0.01,0.0,0.01,0,0,0,0,4,9,1,55,1,50.0,DEF,Aston Villa
Hannibal Mejbri,MID,Man Utd,1.5,0.0,0.0,0.0,0,0,0,0,0,0,0,45,1,45.0,MID,Man Utd
Boubacar Kamara,MID,Aston Villa,1.1,0.02,0.03,0.05,0,0,0,0,10,90,2,50,1,50.0,MID,Aston Villa
Andrey Nascimento dos Santos,MID,Chelsea,0.5,0.0,0.0,0.0,0,0,0,0,0,0,0,45,1,45.0,MID,Chelsea
Bart Verbruggen,GK,Brighton,2.9,0.0,0.0,0.0,0,0,0,0,0,0,0,45,1,45.0,GK,Brighton
Bernd Leno,GK,Fulham,2.4,0.0,0.0,0.0,0,0,0,3,46,90,12,45,1,50.0,GK,Fulham
Josh Dasilva,MID,Brentford,1.6,0.0,0.0,0.0,0,0,0,0,0,0,0,50,1,50.0,MID,Brentford
Josh Bowler,MID,Nott'm Forest,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,45,1,45.0,MID,Nott'm Forest
Oleksandr Zinchenko,DEF,Arsenal,2.8,0.0,0.0,0.0,0,0,0,0,0,0,0,50,1,50.0,DEF,Arsenal
Callum Wilson,FWD,Newcastle,3.1,0.0,0.91,0.91,0,1,1,0,21,22,5,80,1,70.0,FWD,Newcastle
Bruno Borges Fernandes,MID,Man Utd,3.4,0.73,0.03,0.76,0,0,0,0,13,90,3,85,1,85.0,MID,Man Utd
Hamed Traorè,MID,Bournemouth,1.6,0.0,0.0,0.0,0,0,0,0,0,0,0,50,1,45.0,MID,Bournemouth
Jeremy Sarmiento Morante,MID,Brighton,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,45,1,50.0,MID,Brighton
Jesurun Rak-Sakyi,MID,Crystal Palace,1.5,0.0,0.0,0.0,0,0,0,0,0,0,0,45,1,45.0,MID,Crystal Palace
Gabriel Fernando de Jesus,FWD,Arsenal,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,80,1,70.0,FWD,Arsenal
Joel Ward,DEF,Crystal Palace,2.5,0.02,0.0,0.02,0,0,0,0,21,90,6,45,1,45.0,DEF,Crystal Palace
Harvey Barnes,MID,Newcastle,2.8,0.54,0.62,1.16,1,1,2,2,36,22,11,65,1,65.0,MID,Newcastle
Mateo Kovačić,MID,Man City,3.1,0.24,0.0,0.24,0,0,0,0,18,67,3,50,1,55.0,MID,Man City
Ashley Young,DEF,Everton,2.0,0.1,0.0,0.1,0,0,0,0,10,90,2,45,1,45.0,DEF,Everton
Aaron Cresswell,DEF,West Ham,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,45,1,40.0,DEF,West Ham
Sergio Reguilón,DEF,Spurs,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,45,1,45.0,DEF,Spurs
Morgan Gibbs-White,MID,Nott'm Forest,1.7,0.21,0.07,0.28,0,0,0,0,8,90,2,60,1,65.0,MID,Nott'm Forest
Igor Julio dos Santos de Paulo,DEF,Brighton,2.5,0.0,0.0,0.0,0,0,0,0,0,0,0,45,1,45.0,DEF,Brighton
Fabian Schär,DEF,Newcastle,2.8,0.0,0.0,0.0,0,0,0,0,14,90,2,50,1,55.0,DEF,Newcastle
André Onana,GK,Man Utd,3.7,0.0,0.0,0.0,0,0,0,1,32,90,9,50,1,50.0,GK,Man Utd
Julián Álvarez,FWD,Man City,3.7,0.37,0.39,0.76,1,0,1,0,25,90,5,65,1,70.0,FWD,Man City
Maxwel Cornet,MID,West Ham,2.1,0.0,0.0,0.0,0,0,0,0,2,1,1,55,1,50.0,MID,West Ham
Caoimhin Kelleher,GK,Liverpool,1.5,0.0,0.0,0.0,0,0,0,0,0,0,0,40,1,45.0,GK,Liverpool
Chris Mepham,DEF,Bournemouth,2.0,0.01,0.0,0.01,0,0,0,0,2,30,0,45,1,45.0,DEF,Bournemouth
Facundo Buonanotte,MID,Brighton,2.1,0.0,0.0,0.0,0,0,0,0,0,0,0,50,1,50.0,MID,Leicester
Rodrigo Muniz Carvalho,FWD,Fulham,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,45,1,60.0,FWD,Fulham
Fábio Ferreira Vieira,MID,Arsenal,2.6,0.0,0.0,0.0,0,0,0,0,0,0,0,55,1,55.0,MID,Arsenal
Cheick Doucouré,MID,Crystal Palace,1.6,0.03,0.01,0.04,0,0,0,0,12,90,3,50,1,50.0,MID,Crystal Palace
Joe Hodge,MID,Wolves,0.5,0.0,0.0,0.0,0,0,0,0,0,0,0,45,1,45.0,MID,Wolves
Craig Dawson,DEF,Wolves,1.5,0.08,0.06,0.14,0,0,0,0,15,90,2,45,1,45.0,DEF,Wolves
Toti António Gomes,DEF,Wolves,1.5,0.0,0.0,0.0,0,0,0,0,0,0,0,45,1,45.0,DEF,Wolves
Nayef Aguerd,DEF,West Ham,2.0,0.0,0.0,0.0,0,0,0,0,8,90,2,45,1,45.0,DEF,West Ham
Diogo Dalot Teixeira,DEF,Man Utd,2.8,0.0,0.0,0.0,0,0,0,0,0,0,0,50,1,50.0,DEF,Man Utd
Amadou Onana,MID,Everton,1.6,0.38,0.05,0.43,0,0,0,0,18,90,2,50,1,50.0,MID,Aston Villa
Youssef Ramalho Chermiti,FWD,Everton,1.4,0.0,0.0,0.0,0,0,0,0,0,0,0,50,1,50.0,FWD,Everton
Bukayo Saka,MID,Arsenal,3.4,0.17,0.19,0.36,0,1,1,3,37,90,10,85,1,100.0,MID,Arsenal
Ben Mee,DEF,Brentford,2.3,0.0,0.0,0.0,0,0,0,0,0,0,0,50,1,45.0,DEF,Brentford
Joe Worrall,DEF,Nott'm Forest,1.5,0.0,0.0,0.0,0,0,0,0,10,89,1,45,1,45.0,DEF,Nott'm Forest
Diego Carlos Santos Silva,DEF,Aston Villa,1.5,0.0,0.27,0.27,0,0,0,0,6,26,0,45,1,45.0,DEF,Aston Villa
Lewis Cook,MID,Bournemouth,1.6,0.0,0.0,0.0,0,0,0,0,0,0,0,50,1,50.0,MID,Bournemouth
Malo Gusto,DEF,Chelsea,0.5,0.01,0.0,0.01,0,0,0,0,3,14,1,40,1,50.0,DEF,Chelsea
Noni Madueke,MID,Chelsea,1.2,0.0,0.0,0.0,0,0,0,0,0,0,0,55,1,65.0,MID,Chelsea
Milos Kerkez,DEF,Bournemouth,2.0,0.05,0.0,0.05,0,0,0,0,11,90,2,45,1,45.0,DEF,Bournemouth
Kortney Hause,DEF,Aston Villa,0.5,0.0,0.0,0.0,0,0,0,0,0,0,0,40,1,40.0,DEF,Aston Villa
Will Hughes,MID,Crystal Palace,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,50,1,50.0,MID,Crystal Palace
Alexander Isak,FWD,Newcastle,3.0,0.02,0.76,0.78,0,2,2,3,51,67,13,75,1,85.0,FWD,Newcastle
Garang Kuol,MID,Newcastle,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,45,1,45.0,MID,Newcastle
Ethan Pinnock,DEF,Brentford,2.0,0.0,0.0,0.0,0,0,0,0,14,90,1,45,1,45.0,DEF,Brentford
Jay Stansfield,FWD,Fulham,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,45,1,50.0,FWD,Fulham
Ryan Yates,MID,Nott'm Forest,1.1,0.01,0.0,0.01,0,0,0,0,2,90,2,50,1,50.0,MID,Nott'm Forest
Frank Onyeka,MID,Brentford,1.2,0.0,0.0,0.0,0,0,0,0,0,0,0,50,1,50.0,MID,Brentford
Naouirou Ahamada,MID,Crystal Palace,1.5,0.0,0.0,0.0,0,0,0,0,0,0,0,45,1,45.0,MID,Crystal Palace
Philip Billing,MID,Bournemouth,2.1,0.06,0.07,0.13,0,0,0,0,13,90,2,55,1,50.0,MID,Bournemouth
Marc Guéhi,DEF,Crystal Palace,2.5,0.01,0.04,0.05,0,0,0,0,26,90,6,45,1,45.0,DEF,Crystal Palace
Diogo Teixeira da Silva,MID,Liverpool,3.3,0.01,0.07,0.08,0,0,0,0,3,65,1,80,1,75.0,MID,Liverpool
James McAtee,MID,Man City,2.5,0.0,0.0,0.0,0,0,0,0,3,1,1,45,1,50.0,MID,Man City
Erling Haaland,FWD,Man City,5.5,0.05,0.6,0.65,0,2,2,3,56,79,13,140,1,150.0,FWD,Man City
Danny Welbeck,FWD,Brighton,2.6,0.1,0.31,0.41,0,0,0,0,5,77,2,60,1,55.0,FWD,Brighton
Carlos Vinícius Alves Morais,FWD,Fulham,1.4,0.0,0.0,0.0,0,0,0,0,0,0,0,50,1,50.0,FWD,Fulham
Victor Lindelöf,DEF,Man Utd,2.5,0.0,0.0,0.0,0,0,0,0,5,45,1,45,1,45.0,DEF,Man Utd
Kevin De Bruyne,MID,Man City,4.9,0.16,0.02,0.18,0,0,0,0,4,22,1,105,1,95.0,MID,Man City
Lucas Bergström,GK,Chelsea,0.5,0.0,0.0,0.0,0,0,0,0,0,0,0,40,1,40.0,GK,Chelsea
Lewis Miley,MID,Newcastle,1.5,0.0,0.0,0.0,0,0,0,0,0,0,0,45,1,50.0,MID,Newcastle
Aaron Hickey,DEF,Brentford,2.0,0.08,0.03,0.11,0,0,0,0,7,71,0,45,1,45.0,DEF,Brentford
Solly March,MID,Brighton,2.8,0.02,0.55,0.57,0,1,1,1,26,73,9,65,1,65.0,MID,Brighton
David Datro Fofana,FWD,Chelsea,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,50,1,55.0,FWD,Chelsea
Declan Rice,MID,Arsenal,2.6,0.03,0.25,0.28,0,0,0,0,18,90,2,55,1,65.0,MID,Arsenal
Kacper Kozłowski,MID,Brighton,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,45,1,45.0,MID,Brighton
Ben Doak,MID,Liverpool,1.5,0.0,0.0,0.0,0,0,0,0,3,13,1,45,1,45.0,MID,Liverpool
Mathias Jensen,MID,Brentford,2.1,0.03,0.0,0.03,1,0,1,0,9,48,4,55,1,55.0,MID,Brentford
Wesley Fofana,DEF,Chelsea,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,45,1,45.0,DEF,Chelsea
Max Kilman,DEF,Wolves,1.5,0.03,0.03,0.06,0,0,0,0,11,90,2,45,1,45.0,DEF,West Ham
Nathan Aké,DEF,Man City,3.8,0.01,0.31,0.32,0,0,0,1,32,78,7,50,1,55.0,DEF,Man City
Lewis Hall,DEF,Chelsea,1.5,0.0,0.0,0.0,0,0,0,0,0,0,0,45,1,45.0,DEF,Newcastle
Elliot Anderson,MID,Newcastle,1.5,0.0,0.0,0.0,0,0,0,0,3,1,1,45,1,50.0,MID,Nott'm Forest
Mykhailo Mudryk,MID,Chelsea,1.8,0.01,0.0,0.01,0,0,0,0,5,9,1,65,1,65.0,MID,Chelsea
Dejan Kulusevski,MID,Spurs,2.5,0.36,0.04,0.4,0,0,0,0,12,90,2,70,1,65.0,MID,Spurs
Daniel Castelo Podence,MID,Wolves,1.6,0.0,0.0,0.0,0,0,0,0,0,0,0,55,1,55.0,MID,Wolves
Conor Gallagher,MID,Chelsea,1.6,0.02,0.0,0.02,0,0,0,0,14,90,2,55,1,60.0,MID,Chelsea
Eberechi Eze,MID,Crystal Palace,2.8,0.58,0.51,1.09,0,0,0,0,21,90,3,65,1,70.0,MID,Crystal Palace
Hwang Ui-jo,FWD,Nott'm Forest,0.5,0.0,0.0,0.0,0,0,0,0,0,0,0,45,1,45.0,FWD,Nott'm Forest
Julio Enciso,MID,Brighton,2.6,0.0,0.0,0.0,0,0,0,0,2,2,1,55,1,55.0,MID,Brighton
Norberto Murara Neto,GK,Bournemouth,2.4,0.01,0.0,0.01,0,0,0,0,11,90,2,45,1,45.0,GK,Bournemouth
Antonee Robinson,DEF,Fulham,2.0,0.01,0.0,0.01,0,0,0,0,25,90,6,45,1,45.0,DEF,Fulham
Raúl Jiménez,FWD,Fulham,1.9,0.02,0.07,0.09,0,0,0,0,-3,57,1,55,1,55.0,FWD,Fulham
Hwang Hee-chan,MID,Wolves,1.6,0.35,0.34,0.69,0,0,0,0,2,27,1,55,1,65.0,MID,Wolves
Jordan Pickford,GK,Everton,2.4,0.01,0.0,0.01,0,0,0,0,10,90,2,45,1,50.0,GK,Everton
Bruno Guimarães Rodriguez Moura,MID,Newcastle,2.7,0.03,0.09,0.12,0,0,0,0,6,84,1,60,1,65.0,MID,Newcastle
Ryan Fraser,MID,Newcastle,2.1,0.0,0.0,0.0,0,0,0,0,0,0,0,50,1,50.0,MID,Newcastle
Harry Maguire,DEF,Man Utd,2.5,0.0,0.0,0.0,0,0,0,0,0,0,0,45,1,50.0,DEF,Man Utd
Matheus Santos Carneiro Da Cunha,FWD,Wolves,1.0,0.03,0.49,0.52,0,0,0,0,3,76,2,55,1,65.0,FWD,Wolves
Francisco Jorge Tomás Oliveira,MID,Wolves,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,45,1,45.0,MID,Wolves
Ki-Jana Hoever,DEF,Wolves,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,40,1,40.0,DEF,Wolves
Moussa Diaby,MID,Aston Villa,1.8,0.11,0.36,0.47,0,1,1,0,26,86,7,65,1,65.0,MID,Aston Villa
Pau Torres,DEF,Aston Villa,1.5,0.02,0.0,0.02,0,0,0,0,12,59,0,45,1,45.0,DEF,Aston Villa
Jarrad Branthwaite,DEF,Everton,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,40,1,50.0,DEF,Everton
Martin Ødegaard,MID,Arsenal,3.4,0.09,0.11,0.2,0,0,0,0,11,90,2,85,1,85.0,MID,Arsenal
Matheus Luiz Nunes,MID,Wolves,1.1,0.08,0.0,0.08,0,0,0,0,10,90,2,50,1,50.0,MID,Man City
Tom King,GK,Wolves,0.5,0.0,0.0,0.0,0,0,0,0,0,0,0,40,1,40.0,GK,Wolves
Rúben Gato Alves Dias,DEF,Man City,4.1,0.0,0.0,0.0,0,0,0,0,0,0,0,55,1,55.0,DEF,Man City
Djed Spence,DEF,Spurs,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,40,1,45.0,DEF,Spurs
Cameron Archer,FWD,Aston Villa,0.5,0.0,0.0,0.0,0,0,0,0,0,0,0,45,1,50.0,FWD,Aston Villa
Emiliano Martínez Romero,GK,Aston Villa,2.7,0.0,0.0,0.0,0,0,0,0,18,90,1,50,1,50.0,GK,Aston Villa
Bobby De Cordova-Reid,MID,Fulham,2.1,0.01,1.12,1.13,0,1,1,0,21,45,6,55,1,55.0,MID,Leicester
Tomáš Souček,MID,West Ham,1.6,0.01,0.37,0.38,1,0,1,2,24,90,7,50,1,50.0,MID,West Ham
Joško Gvardiol,DEF,Man City,3.8,0.0,0.0,0.0,0,0,0,0,7,11,1,50,1,60.0,DEF,Man City
Cole Palmer,MID,Man City,3.1,0.02,0.0,0.02,0,0,0,0,1,10,1,50,1,105.0,MID,Chelsea
Carlos Henrique Casimiro,MID,Man Utd,2.6,0.08,0.0,0.08,0,0,0,0,16,90,3,55,1,50.0,MID,Man Utd
Tom Heaton,GK,Man Utd,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,40,1,40.0,GK,Man Utd
Sepp van den Berg,DEF,Liverpool,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,40,1,40.0,DEF,Liverpool
Max Aarons,DEF,Bournemouth,2.0,0.07,0.0,0.07,0,0,0,0,17,74,2,45,1,45.0,DEF,Bournemouth
Cristian Romero,DEF,Spurs,2.0,0.01,0.51,0.52,0,1,1,0,15,13,7,45,1,50.0,DEF,Spurs
Daniel Bentley,GK,Wolves,0.5,0.0,0.0,0.0,0,0,0,0,0,0,0,40,1,40.0,GK,Wolves
Jan Paul van Hecke,DEF,Brighton,1.5,0.0,0.02,0.02,0,0,0,0,19,90,2,40,1,45.0,DEF,Brighton
Carney Chukwuemeka,MID,Chelsea,0.5,0.15,0.0,0.15,0,0,0,0,4,80,1,45,1,50.0,MID,Chelsea
Tyrick Mitchell,DEF,Crystal Palace,2.5,0.02,0.0,0.02,0,0,0,2,29,90,8,45,1,50.0,DEF,Crystal Palace
James Maddison,MID,Spurs,2.6,0.94,0.07,1.01,2,0,2,2,31,90,9,75,1,75.0,MID,Spurs
Mohamed Salah,MID,Liverpool,4.5,0.31,0.28,0.59,1,0,1,0,15,76,5,125,1,125.0,MID,Liverpool
Antoine Semenyo,FWD,Bournemouth,0.8,0.01,0.07,0.08,1,0,1,0,11,15,4,45,1,55.0,MID,Bournemouth
Adam Webster,DEF,Brighton,1.9,0.0,0.0,0.0,0,0,0,0,0,0,0,45,1,45.0,DEF,Brighton
Darwin Núñez Ribeiro,FWD,Liverpool,2.9,0.02,0.04,0.06,0,0,0,0,3,24,1,75,1,75.0,FWD,Liverpool
Axel Disasi,DEF,Chelsea,1.8,0.01,0.47,0.48,0,1,1,3,27,90,11,50,1,45.0,DEF,Chelsea
Tyrone Mings,DEF,Aston Villa,1.5,0.16,0.01,0.17,0,0,0,0,5,30,0,45,1,45.0,DEF,Aston Villa
Fraser Forster,GK,Spurs,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,40,1,45.0,GK,Spurs
Jefferson Lerma Solís,MID,Crystal Palace,2.1,0.02,0.02,0.04,0,0,0,0,12,90,3,50,1,50.0,MID,Crystal Palace
Lewis Dunk,DEF,Brighton,2.8,0.59,0.12,0.71,0,0,0,0,10,90,2,50,1,45.0,DEF,Brighton
José Malheiro de Sá,GK,Wolves,2.7,0.0,0.0,0.0,0,0,0,0,12,90,2,50,1,45.0,GK,Wolves
João Neves Virgínia,GK,Everton,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,40,1,40.0,GK,Everton
Saša Lukić,MID,Fulham,1.0,0.01,0.02,0.03,0,0,0,0,15,90,3,45,1,50.0,MID,Fulham
Jacob Ramsey,MID,Aston Villa,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,60,1,55.0,MID,Aston Villa
Sandro Tonali,MID,Newcastle,2.6,0.1,0.59,0.69,0,1,1,0,25,90,6,55,1,55.0,MID,Newcastle
Keane Lewis-Potter,MID,Brentford,1.6,0.0,0.0,0.0,0,0,0,0,0,0,0,50,1,50.0,MID,Brentford
Dwight McNeil,MID,Everton,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,55,1,55.0,MID,Everton
Moisés Caicedo Corozo,MID,Brighton,1.1,0.0,0.0,0.0,0,0,0,0,0,0,0,50,1,50.0,MID,Chelsea
Jorge Luiz Frello Filho,MID,Arsenal,2.6,0.0,0.0,0.0,0,0,0,0,0,0,0,55,1,50.0,MID,Arsenal
Kenny Tete,DEF,Fulham,2.0,0.02,0.0,0.02,0,0,0,0,24,90,5,45,1,45.0,DEF,Fulham
Adam Smith,DEF,Bournemouth,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,45,1,45.0,DEF,Bournemouth
Romelu Lukaku Bolingoli,FWD,Chelsea,1.8,0.0,0.0,0.0,0,0,0,0,0,0,0,70,1,65.0,FWD,Chelsea
James Garner,MID,Everton,1.6,0.01,0.0,0.01,0,0,0,0,12,82,2,50,1,50.0,MID,Everton
Rob Holding,DEF,Arsenal,2.5,0.0,0.0,0.0,0,0,0,0,0,0,0,45,1,45.0,DEF,Crystal Palace
Aaron Wan-Bissaka,DEF,Man Utd,2.5,0.78,0.0,0.78,1,0,1,3,40,90,12,45,1,45.0,DEF,Man Utd
Deniz Undav,FWD,Brighton,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,55,1,55.0,FWD,Brighton
Nathan Patterson,DEF,Everton,2.0,0.01,0.31,0.32,0,0,0,0,1,90,2,45,1,45.0,DEF,Everton
Christopher Nkunku,FWD,Chelsea,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,75,1,65.0,MID,Chelsea
Tom Cairney,MID,Fulham,1.2,0.08,0.04,0.12,0,0,0,0,4,57,1,50,1,50.0,MID,Fulham
Scott Carson,GK,Man City,2.5,0.0,0.0,0.0,0,0,0,0,0,0,0,40,1,40.0,GK,Man City
Jurriën Timber,DEF,Arsenal,2.7,0.01,0.0,0.01,0,0,0,0,3,49,0,50,1,55.0,DEF,Arsenal
Odsonne Edouard,FWD,Crystal Palace,2.4,0.14,1.12,1.26,0,1,1,1,27,90,7,55,1,55.0,FWD,Crystal Palace
James Milner,MID,Brighton,2.1,0.02,0.0,0.02,0,0,0,0,16,78,3,50,1,50.0,MID,Brighton
Mathias Jorgensen,DEF,Brentford,2.0,0.11,0.0,0.11,0,0,0,0,8,6,1,45,1,45.0,DEF,Brentford
Oliver Skipp,MID,Spurs,1.6,0.01,0.0,0.01,0,0,0,0,8,74,1,50,1,50.0,MID,Spurs
Leander Dendoncker,MID,Aston Villa,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,50,1,45.0,MID,Aston Villa
Michael Keane,DEF,Everton,2.0,0.02,0.04,0.06,0,0,0,0,16,90,2,45,1,40.0,DEF,Everton
Jarrod Bowen,MID,West Ham,2.5,0.35,0.22,0.57,0,1,1,3,29,90,9,70,1,75.0,MID,West Ham
Matt Turner,GK,Nott'm Forest,0.5,0.0,0.0,0.0,0,0,0,0,20,90,2,40,1,40.0,GK,Nott'm Forest
Raheem Sterling,MID,Chelsea,2.0,0.09,0.0,0.09,0,0,0,0,8,80,2,70,1,70.0,MID,Chelsea
Ryan Christie,MID,Bournemouth,1.2,0.03,0.02,0.05,0,0,0,0,8,66,2,50,1,50.0,MID,Bournemouth
Robert Sánchez,GK,Chelsea,1.9,0.0,0.0,0.0,0,0,0,0,9,90,2,45,1,45.0,GK,Chelsea
Armando Broja,FWD,Chelsea,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,50,1,55.0,FWD,Chelsea
Chris Wood,FWD,Nott'm Forest,0.9,0.0,0.0,0.0,0,0,0,0,3,1,1,50,1,60.0,FWD,Nott'm Forest
Alex Scott,MID,Bournemouth,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,50,1,50.0,MID,Bournemouth
Kalvin Phillips,MID,Man City,3.1,0.0,0.0,0.0,0,0,0,0,0,0,0,50,1,50.0,MID,Man City
Rodrigo Bentancur,MID,Spurs,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,55,1,50.0,MID,Spurs
Matty Cash,DEF,Aston Villa,1.5,0.0,0.74,0.74,0,0,0,0,1,86,-1,45,1,45.0,DEF,Aston Villa
Mason Holgate,DEF,Everton,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,40,1,40.0,DEF,Everton
Jaidon Anthony,MID,Bournemouth,1.6,0.0,0.0,0.0,0,0,0,0,1,59,1,50,1,45.0,MID,Bournemouth
Tariq Lamptey,DEF,Brighton,1.5,0.0,0.0,0.0,0,0,0,0,0,0,0,40,1,45.0,DEF,Brighton
Nélson Cabral Semedo,DEF,Wolves,1.5,0.13,0.0,0.13,0,0,0,0,17,90,2,45,1,45.0,DEF,Wolves
Kevin Mbabu,DEF,Fulham,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,40,1,40.0,DEF,Fulham
Tyrell Malacia,DEF,Man Utd,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,45,1,45.0,DEF,Man Utd
Chris Richards,DEF,Crystal Palace,1.5,0.0,0.0,0.0,0,0,0,0,0,0,0,40,1,45.0,DEF,Crystal Palace
Kyle Walker,DEF,Man City,3.8,0.04,0.0,0.04,0,0,0,0,26,90,6,50,1,55.0,DEF,Man City
Jack Hinshelwood,MID,Brighton,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,45,2,50.0,MID,Brighton
Jadon Sancho,MID,Man Utd,1.5,0.01,0.0,0.01,0,0,0,0,7,24,1,70,2,65.0,MID,Man Utd
Vitaly Janelt,MID,Brentford,2.5,0.15,0.0,0.15,0,0,0,0,11,90,3,55,2,50.0,MID,Brentford
Jack Grealish,MID,Man City,2.0,0.04,0.09,0.13,0,0,0,0,7,90,3,74,2,65.0,MID,Man City
Emil Krafth,DEF,Newcastle,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,45,2,45.0,DEF,Newcastle
Boubacar Traoré,MID,Wolves,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,45,2,50.0,MID,Wolves
Curtis Jones,MID,Liverpool,0.2,0.0,0.0,0.0,0,0,0,0,0,0,0,50,2,55.0,MID,Liverpool
Reece James,DEF,Chelsea,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,55,2,50.0,DEF,Chelsea
Brandon Austin,GK,Spurs,-0.5,0.0,0.0,0.0,0,0,0,0,0,0,0,40,2,40.0,GK,Spurs
Robin Olsen,GK,Aston Villa,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,40,2,45.0,GK,Aston Villa
Amad Diallo,MID,Man Utd,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,45,2,50.0,MID,Man Utd
Anthony Elanga,MID,Nott'm Forest,3.0,0.0,0.03,0.03,0,0,0,0,3,21,1,50,2,55.0,MID,Nott'm Forest
Harry Toffolo,DEF,Nott'm Forest,0.5,0.0,0.0,0.0,0,0,0,0,0,0,0,45,2,45.0,DEF,Nott'm Forest
Bernardo Veiga de Carvalho e Silva,MID,Man City,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,65,2,65.0,MID,Man City
Ivan Toney,FWD,Brentford,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,80,2,75.0,FWD,Brentford
Alex Murphy,DEF,Newcastle,-0.5,0.0,0.0,0.0,0,0,0,0,0,0,0,40,2,40.0,DEF,Newcastle
Eddie Nketiah,FWD,Arsenal,7.0,0.02,0.81,0.83,1,0,1,0,6,78,5,55,2,60.0,FWD,Arsenal
Benoît Badiashile,DEF,Chelsea,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,45,2,45.0,DEF,Chelsea
Emile Smith Rowe,MID,Arsenal,0.5,0.0,0.0,0.0,0,0,0,0,0,0,0,55,2,55.0,MID,Fulham
Jarell Quansah,DEF,Liverpool,0.5,0.0,0.0,0.0,0,0,0,0,0,0,0,40,2,45.0,DEF,Liverpool
Ben Chilwell,DEF,Chelsea,4.0,0.49,0.21,0.7,0,0,0,0,13,60,1,56,2,50.0,DEF,Chelsea
Tim Iroegbunam,MID,Aston Villa,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,45,2,45.0,MID,Everton
Pablo Sarabia,MID,Wolves,3.5,0.32,0.02,0.34,1,0,1,0,18,35,4,50,2,55.0,MID,Wolves
Remi Matthews,GK,Crystal Palace,-0.5,0.0,0.0,0.0,0,0,0,0,0,0,0,40,2,40.0,GK,Crystal Palace
Ibrahima Konaté,DEF,Liverpool,2.5,0.0,0.05,0.05,0,0,0,0,16,90,2,50,2,50.0,DEF,Liverpool
Joelinton Cássio Apolinário de Lira,MID,Newcastle,0.5,0.03,0.04,0.07,0,0,0,0,1,56,0,60,2,60.0,MID,Newcastle
Marcus Tavernier,MID,Bournemouth,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,55,2,55.0,MID,Bournemouth
Manuel Akanji,DEF,Man City,7.0,0.02,0.03,0.05,0,0,0,1,28,90,7,50,2,55.0,DEF,Man City
Matheus França de Oliveira,MID,Crystal Palace,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,50,2,45.0,MID,Crystal Palace
Lucas Tolentino Coelho de Lima,MID,West Ham,3.5,0.04,0.85,0.89,0,1,1,0,23,90,6,60,2,60.0,MID,West Ham
Rasmus Højlund,FWD,Man Utd,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,70,2,70.0,FWD,Man Utd
